DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
201608009;04/13/2020 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
201608077;04/14/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201614539;11/07/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201609063;05/14/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201613956;10/17/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201612794;09/11/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201610875;07/09/2020 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
201608291;04/21/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607821;04/06/2020 12:00:00 AM;Foothill   ;INDECENT EXPOSURE                                       
201609072;05/14/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201610720;07/03/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201615216;11/30/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201615880;12/21/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201612721;09/04/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201606142;02/04/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608853;05/08/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608074;04/14/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605557;02/06/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201613228;09/25/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201610174;06/18/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201615403;12/07/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609718;06/05/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605846;02/12/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201609292;05/18/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201616084;12/28/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201600858;12/01/2020 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
201609066;05/14/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201614047;10/11/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201611751;08/06/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201616079;12/28/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201613315;09/28/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611278;07/21/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201612553;09/03/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607807;04/07/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201612676;09/07/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201608509;04/27/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201614136;10/23/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607223;03/16/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201612429;08/31/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201612934;09/10/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201605948;02/17/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201608812;05/05/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201611982;08/14/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201608502;04/27/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201611140;07/16/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201611718;08/05/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201608564;04/29/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201608981;05/11/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201616049;12/27/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609790;06/08/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201608976;05/12/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201613513;10/05/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201612241;08/21/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
201611494;07/28/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201600570;02/17/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201613216;09/25/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
211605922;03/09/2021 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201605060;01/26/2020 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
201611613;07/31/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201612011;08/16/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607793;04/06/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201609982;06/14/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201615888;12/21/2020 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
201606827;03/07/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201608985;05/12/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607320;03/21/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201604422;01/12/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201605809;02/12/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201607809;04/06/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201606164;02/22/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201612473;08/31/2020 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201604912;01/22/2020 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
201615922;12/22/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201604905;01/22/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201615473;12/07/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201609855;06/07/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201613781;10/06/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201613960;10/18/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201612932;08/29/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201606604;03/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613701;10/11/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201606941;03/10/2020 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201607525;03/27/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608518;04/26/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201605878;02/14/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201606568;03/02/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201608899;05/10/2020 12:00:00 AM;Foothill   ;CRIMINAL HOMICIDE                                       
201609675;06/03/2020 12:00:00 AM;Foothill   ;BOAT - STOLEN                                           
201607109;03/14/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211605988;03/11/2021 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201611153;07/17/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201613614;10/04/2020 12:00:00 AM;Foothill   ;TRESPASSING                                             
201615602;12/11/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201610420;06/25/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201610819;07/06/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201609889;06/11/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201609633;05/29/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201607425;03/25/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201612032;08/17/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201612916;09/16/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613818;10/14/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201614581;11/08/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201616121;12/30/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201610495;06/27/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201605135;01/28/2020 12:00:00 AM;Foothill   ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
201600866;12/07/2020 12:00:00 AM;Foothill   ;DISCHARGE FIREARMS/SHOTS FIRED                          
201607996;04/11/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201609067;05/14/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201610805;07/06/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201612655;09/06/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201609360;05/23/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201600751;08/17/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201610214;06/20/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201600635;04/20/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201608359;04/23/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201613688;10/11/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607351;03/23/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201614757;11/15/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201613156;09/23/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201610950;07/11/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201611561;07/30/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201615831;12/19/2020 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
201610608;06/23/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201615777;12/02/2020 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201608814;05/06/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201611951;08/13/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201607627;03/31/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201608733;05/03/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201607115;03/14/2020 12:00:00 AM;Foothill   ;EXTORTION                                               
201612012;08/16/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201613486;10/03/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201612338;08/27/2020 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201607198;03/16/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201607901;04/08/2020 12:00:00 AM;Foothill   ;ROBBERY                                                 
201613367;09/29/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201607140;03/15/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201611981;08/13/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201614544;11/07/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201606547;03/01/2020 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
201609440;05/26/2020 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
201610561;06/30/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201616040;12/27/2020 12:00:00 AM;Foothill   ;BURGLARY                                                
201615349;12/04/2020 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
201614759;11/15/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201613998;10/19/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201605360;02/03/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201612180;08/21/2020 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201608464;04/26/2020 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201607300;03/20/2020 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201610065;06/16/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201606502;03/02/2020 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201608487;04/27/2020 12:00:00 AM;Foothill   ;DISCHARGE FIREARMS/SHOTS FIRED                          
201613488;10/03/2020 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
201606127;02/21/2020 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
201614975;11/22/2020 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201608174;04/17/2020 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201612412;08/28/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
211612382;09/12/2021 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
201610840;07/07/2020 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
201608431;04/25/2020 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
201614182;10/25/2020 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
201610610;06/23/2020 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
201614831;11/17/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
201607060;03/13/2020 12:00:00 AM;Foothill   ;INDECENT EXPOSURE                                       
201613088;09/21/2020 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
